Assignment batch,Merge date,"Labelers (Safwat,Atish, Hasan, Emma, Chris, Kevin)",PR Id,PR Link,Issue Summary,Issue type,Broader issue type,Detailed Code Change Description,User Demographic,Buggy Lines,Fixed Lines,Notes,Include?,Disagreement?
03/15/2026,06/05/2026,"Emma, Safwat",1934981716,https://github.com/zooniverse/Panoptes-Front-End/pull/6871,"Text inputs did not have associated labels, causing missing accessible names for text areas.",screen reader,Screen reader information,"Added task key property to input ID, added jsx property taskKey as annotation.task, added textarea component to return object.",visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1951902084,https://github.com/adaptlearning/adapt-contrib-boxMenu/pull/170,Hidden items were incorrectly included in the ARIA item count,screen reader,Screen reader information,"The menu logic was updated to exclude hidden child items when building menu groups and calculating the ARIA item count. BoxMenuGroupView.js now filters children to only include models where _isHidden: false, and BoxMenuView.js now computes _totalChild from only visible children instead of all child models.",visual impairments,,,,1,
02/18/2026,03/13/2026,"Kevin, Hasan",1972926436,https://github.com/alphagov/govuk-frontend/pull/4417,No static analysis vlaidation of aria labels and general labels for components,aria label,Screen reader information,adding html validation and javascripts tests to validate labels,visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",1993876790,https://github.com/nextcloud/photos/pull/2129,Tabulation is working right only in one direction,navigation,Keyboard navigation,,motor impairments,,,,1,
03/03/2026,05/22/2026,"Kevin, Chris",2009914273,https://github.com/zooniverse/front-end-monorepo/pull/5680,incorrect tabindex to page element,screen reader,Screen reader information,Add tabIndex={-1} to Team and Publications headings,visual impairments,,,,1,
03/03/2026,05/22/2026,"Kevin, Chris",2024055513,https://github.com/adaptlearning/adapt-contrib-hotgraphic/pull/290,inconsistencies between popup DOM and visual order,navigation,Keyboard navigation,"use _imageAlignment to adjust item alignments and using directionality (top, left, right, bottom)","visual impairments, motor impairments",,,,1,
03/15/2026,03/26/2026,"Safwat, Chris",2029657968,https://github.com/nextcloud/photos/pull/2183,Multiple nav landmarks needed labeling,aria label,Screen reader information,Added aria-labels in navs in main.js and photos.vue,visual impairments,,,,1,
03/03/2026,03/04/2026,"Safwat, Atish",2030182879,https://github.com/nextcloud/text/pull/5098,Dropdown menu buttons are of low contrast and has no padding.,color contrast,Color contrast,Increased contrast for active menu bar items and increased padding between menu buttons.,visual impairments,,,,1,
03/10/2026,03/11/2026,"Safwat, Atish",2038330052,https://github.com/nextcloud/photos/pull/2190,"Favorite icon has no border, making it less visible for people with low vision.","color contrast, aria label","Screen reader information, Color contrast","Replaces the inline Star icon with a new dedicated FavoriteIcon.vue component that improves accessibility by encapsulating a concise aria-label (""Favorite"") and adding a high-contrast stroke around the star to ensure visibility against any background.",visual impairments,,,,1,
03/15/2026,04/01/2026,"Atish, Hasan",2038518828,https://github.com/code-dot-org/code-dot-org/pull/55397,Refactoring share_buttons view to avoid screen readers to re-read duplicate link tag and button tag labels.,screen reader,Screen reader information,"Replacing invalid <a><button> nesting with plain styled <a> tags,",visual impairments,,,,1,
04/30/2026,06/16/2026,"Hasan, Atish",2043992406,https://github.com/code-dot-org/code-dot-org/pull/55485,need to add alt text,assistive text,Screen reader information,added alt text for several images across different components.,visual impairments,,,,1,
04/02/2026,05/20/2026,"Atish, Chris",2067193019,https://github.com/adaptlearning/adapt-contrib-hotgraphic/pull/292,aria-label position had screenreader reading incorrectly,aria label,Screen reader information,Update .hotgraphic__pin aria-label to use item instead of popupPagination to set itemCount,visual impairments,,,,1,
03/15/2026,06/05/2026,"Emma, Safwat",2074143893,https://github.com/adaptlearning/adapt-contrib-core/pull/484,Add missing _globals._accessibility.altFeedbackTitle property to schemas.,screen reader,Screen reader information,"add ""altFeedbackTitle"":",visual impairments,,,,1,
02/18/2026,02/25/2026,"Atish, Safwat",2074645487,https://github.com/nextcloud/text/pull/5227,Not able to skip editor container and file upload input during keyboard navigation,navigation,Keyboard navigation,"Add tabindex=""-1"" attribute to editor container and file upload input",motor impairments,,,,1,
03/15/2026,04/01/2026,"Atish, Hasan",2074754535,https://github.com/nextcloud/text/pull/5228,Prioritize un-collapsible menubar entries for mobile and aggregate children in the hidden entries,navigation,Keyboard navigation,Fixes mobile menu accessibility by ensuring all toolbar actions are reachable on small screens (≥320px).,motor impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",2094669329,https://github.com/nextcloud/photos/pull/2273,Back button had not aria labels.,"screen reader, assistive text",Screen reader information,"Added aria-label=""t('photos', 'Go back')"" to back button.",visual impairments,,,,1,
03/10/2026,06/04/2026,"Hasan, Safwat",2094883278,https://github.com/nextcloud/photos/pull/2274,Filename appearing over background resulting in low contrast title.,color contrast,Color contrast,Update folder component to fix contrast issues. Make page mobile-friendly at 320px.,visual impairments,,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",2095743042,https://github.com/nextcloud/photos/pull/2275,Fix description for favorite images and remove image description,screen reader,Screen reader information,remove ariaDescription,visual impairments,,,,1,
03/03/2026,05/22/2026,"Kevin, Chris",2098866633,https://github.com/nextcloud/photos/pull/2282,Focus should return to Add button on dialog close,focus element,Focus management,return focus on dialogue close and remove autofocus on Timeline.vue,"visual impairments, motor impairments",,,,1,
03/10/2026,06/04/2026,"Hasan, Safwat",2102553219,https://github.com/nextcloud/photos/pull/2290,Adding photos affects navigation and text in header overflows.,"navigation, text overflow",Keyboard navigation,"Wrapped text, calculated necessary spacing so elements don't overlap and aligned the padding element. Changed margin from left to inLine start. Added import for smallMobile support. ","motor impairments, general",,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",2114943025,https://github.com/nextcloud/firstrunwizard/pull/1075,Focus lost to body after closing firstrunwizard.,focus element,Focus management,Sets the return focus target to the trigger button of header-menu-user-menu.,motor impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",2127762492,https://github.com/dhis2/ui/pull/1449,add aria attributes to loaders,aria attributes,Screen reader information,"- Add aria-valuenow attribute to linear loader
- Add aria-label attribute to both linear and circular loaders
- Add unit tests for loaders",visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",2164246828,https://github.com/zooniverse/front-end-monorepo/pull/5947,Animated statistics ignores a user’s reduced-motion preference.,reduce motion,Motion sensitivity,,,,,,1,
03/03/2026,03/04/2026,"Safwat, Atish",2173547118,https://github.com/dhis2/ui/pull/1460,Pressing Escape closes entire modal. It should only close dropdown,navigation,Keyboard navigation,Added condition to close drop-down using escape button.,"motor impairments, visual impairments",,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",2179910857,https://github.com/inclusive-design/wecount.inclusivedesign.ca/pull/1741,Header bar had contrast issue.,color contrast,Color contrast,Added new inicator element with the color black in css.,visual impairments,,,,1,
05/06/2026,06/18/2026,"Atish, Emma",2207657543,https://github.com/dhis2/ui/pull/1468,Tabs weren't keyboard/screen-reader accessible and long labels were truncated with no way to read them.,"keyboard-navigation, screen reader","Keyboard navigation, Screen reader information","Added arrow-key roving focus and ARIA tablist/tab roles to the Tabs/Tab components, converted Tab to forwardRef, and wrapped overflowing labels in a tooltip.","motor impairments, visual impairments",,,,1,
03/10/2026,03/11/2026,"Safwat, Atish",2214849521,https://github.com/dhis2/ui/pull/1469,No accessible labels for notification badge.,"color contrast, aria label","Screen reader information, Color contrast",Adds title and aria-label attributes to icon-only buttons,visual impairments,,,,1,
04/30/2026,06/15/2026,"Safwat, Emma",2246122167,https://github.com/adaptlearning/adapt-contrib-narrative/pull/301,completion icon added to progress indicators,icon issue,"Target size, Color contrast","Set progress indicator variables for consistent sizing.
Progress indicator border and .is-selected styles added.
Progress indicator .is-visited icon style added. Tick icon displayed for consistency with other visited component item states.
The overall .narrative__progress size has increased from 12px to 16px. The screen shots shared in the issue have larger icons (@icon-size 1.5rem for consistency with other component item visited ticks) however this limits the amount of items we can comfortably fit visually and the preference was to keep these small.","visual impairments, motor impairments",,,,1,
03/27/2026,05/05/2026,"Safwat, Atish",2248812958,https://github.com/zotero/zotero/pull/4004,quickformat more detailed instructions,screen reader,Screen reader information,"Improves screen reader support in the Quick Format Citation dialog by adding aria-haspopup to citation bubbles, role=""dialog"" to the citation properties panel, and rewriting the ARIA description strings to identify each element's role and purpose.",visual impairments,,,,1,
02/18/2026,03/13/2026,"Kevin, Hasan",2249300813,https://github.com/zotero/zotero/pull/4006,Missing html element aria labels,aria label,Screen reader information,added aria labels,visual impairments,,,,1,
03/27/2026,05/05/2026,"Safwat, Atish",2264255754,https://github.com/zotero/zotero/pull/4053,Remove button is not focusable,navigation,Keyboard navigation,"Changed the tab index to remove button from -1 to 0, and hid the image.",motor impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",2269401936,https://github.com/zotero/zotero/pull/4069,Keyboard navigation between tabs automatically moved focus into code inputs.,navigation,Keyboard navigation,"Only moves focus into elements marked with focus-on-tab-select when tabs are activated via mouse click. Added additional keyboard handlers for shift tab, escape.","motor impairments, visual impairments",,,,1,
02/18/2026,02/25/2026,"Atish, Safwat",2385490709,https://github.com/dhis2/ui/pull/1539,"Menu reader is inconsistent for some list items do not consist list tags, and role not present for some items.","screen reader, navigation","Keyboard navigation, Screen reader information",Added li tags for some items for consistency and added roles to improve screen reader and keyboard navigation,"motor impairments, visual impairments",,,,1,
04/02/2026,06/11/2026,"Safwat, Emma",2414120805,https://github.com/zotero/zotero/pull/4402,"Focus was placed in the middle of the search dialog when it opened, causing keyboard and screen reader users to skip earlier fields and potentially miss content above the focused field.",focus element,Focus management,"Changed focus to the first field of the window in advanced search, removed condition menu focus from zotero search, added control attribute to zotero search name.","visual impairments, motor impairments",,,,1,
04/02/2026,05/07/2026,"Hasan, Safwat",2430980202,https://github.com/zotero/zotero/pull/4433,Need to add sorting options and column picker. All functionality to be accessible via a keyboard.,navigation,Keyboard navigation,"- adds View > Columns and View > Sort By menu options
to all windows that contains an itemtTree (select items dialog,
advanced search, classic add citation, edit bibliography
dialog).
- added menu options to move a selected column left/right
which we need as an alternative for drag-drop reordering
that would not require using a mouse",motor impairments,,,,1,
03/15/2026,04/01/2026,"Atish, Hasan",2440886504,https://github.com/jquery/jquery-ui/pull/2275,"The dialog title uses a non-semantic <span>. Hence, dialogs without headings provide no accessible heading context for screen reader users, which can be confusing.",screen reader,Screen reader information,"Add option to put the dialog title. (e.g., uiDialogTitleTagName: ""span"", uiDialogTitle = $( ""<"" + this.options.uiDialogTitleTagName + "">"" ).uniqueId().prependTo( this.uiDialogTitlebar ))",visual impairments,,,,1,
03/27/2026,06/08/2026,"Safwat, Emma",2453890347,https://github.com/nextcloud/spreed/pull/12918,No ID defined in nc modal.,screen reader,Screen reader information,"LabelID set for nc-modal, created new file src/composables/useId.ts which randomly generates id.",visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",2494332151,https://github.com/nextcloud/photos/pull/2628,"Blur hash image labels are also annouced, whereas they should be omitted.",aria hidden,Screen reader information,Added aria hidden = True for blur hash in File.vue,visual impairments,,,,1,
02/18/2026,03/13/2026,"Kevin, Hasan",2508890518,https://github.com/WebKit/WebKit/pull/33213,The children of iFrame elements were not properly hidden when the isIgnored() attribute is set to the parent iFrame component,"iFrame accessibility, hidden element visibility",Heading and content structure,Added loop to iterate over the childern of iFrame elements in order to properly apply the isIgnored() attribute.,general,,,,1,
03/27/2026,04/23/2026,"Hasan, Chris",2518289668,https://github.com/WebKit/WebKit/pull/33440,accessibility tree doesn't update when selection is cleared,keyboard navigation,Keyboard navigation,created accessibility helper for frame selection and restructured frame selection conditional,visual impairments,,,,1,
03/15/2026,03/26/2026,"Safwat, Chris",2558915399,https://github.com/cryptpad/cryptpad/pull/1672,keyboard trap in Form without way to remove focus,navigation,Keyboard navigation,added Esc option to remove text field focus,"visual impairments, motor impairments",,,,1,
04/02/2026,05/20/2026,"Atish, Chris",2572772977,https://github.com/cryptpad/cryptpad/pull/1679,insufficient spacing for modal,button interaction,Heading and content structure,increased margins to 0.2rem,motor impairments,,,,1,
04/30/2026,05/05/2026,"Safwat, Chris",2577290802,https://github.com/WebKit/WebKit/pull/34944,TextUnit::Sentence (current) is computed in the main thread,keyboard navigation,Keyboard navigation,Implement TextUnit::Sentence in accessibility thread,"motor impairments, visual impairments",,,,1,
02/18/2026,03/04/2026,"Emma, Chris",2594429261,https://github.com/WebKit/WebKit/pull/35357,changed color to align with accessibility,color contrast,Color contrast,Changed transparent black to opaque black,visual impairments,,,,1,
02/18/2026,03/13/2026,"Kevin, Hasan",2713367887,https://github.com/WebKit/WebKit/pull/37337,text editing functionality for certain assistive technologies is disrupted due to invalid range for secure fields,assistive text,Screen reader information,enabled javascript function that allows for text selection and copying from secure input fields on a webpage,general,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",2743461838,https://github.com/usdigitalresponse/usdr-gost/pull/3811,,"color contrast, header sequence","Color contrast, Heading and content structure",,,,,,1,
03/15/2026,04/01/2026,"Atish, Hasan",2756476017,https://github.com/gympass/yoga/pull/856,Adding arial label to input component,"screen reader, aria label",Screen reader information,"Adds an explicit ariaLabel prop to the Input component, allowing a custom accessible label separate from the visible label text.",visual impairments,,,,1,
03/03/2026,03/04/2026,"Safwat, Atish",2778662111,https://github.com/WebKit/WebKit/pull/38802,Accessibility hit testing failed for elements inside scrolled iframes because scroll offsets were not considered.,screen reader,Screen reader information,"Retrieves the local frame inside a remote frame, frame view and its scroll position and offsets the hit-test coordinates by that scroll position.",visual impairments,,,,1,
03/15/2026,03/26/2026,"Safwat, Chris",2819542789,https://github.com/zooniverse/front-end-monorepo/pull/6655,VideoViewer does not support controls for navigation correctly (skipping and pause/resume),navigation,Keyboard navigation,separated video views for default and custom controls so the viewer follows standard navigation behavior with keyboard,general,,,,1,
02/18/2026,03/13/2026,"Kevin, Hasan",2921068887,https://github.com/gympass/yoga/pull/880,Clear button in UI was missing aria label,aria label,Screen reader information,The variable name for the button was updarted and a descriptive label was added to the element.,visual impairments,,,,1,
03/03/2026,04/09/2026,"Emma, Hasan",Tabulation is working right only in one direction,https://github.com/grommet/hpe-design-system/pull/4939,Adds accessibility information to Checkbox Group page,aria label,Screen reader information,"1] edit WCAG 2.2 A to AA and AAA 
2] add accessibility rules",visual impairments,,,Comment: unsure if this is user facing or not.,1,
04/02/2026,06/11/2026,"Safwat, Emma",2950972516,https://github.com/WebKit/WebKit/pull/43069,"WebKit sometimes exposes duplicate text for unrendered text nodes (e.g. labels inside display:none containers, canvas fallback content)",screen reader,Screen reader information,change Text::wholeText to Text::data,visual impairments,,,,1,
03/10/2026,06/04/2026,"Hasan, Safwat",2997572019,https://github.com/WebKit/WebKit/pull/44114,Incorrect list marker text included in AX text marker range output,assistive text,Screen reader information,Updates AXTextMarkerRange::toString so list marker text is only included when the text marker is directly adjacent to the list marker.,visual impairments,,,,1,
03/03/2026,04/09/2026,"Emma, Hasan",3026510807,https://github.com/code-dot-org/code-dot-org/pull/65544,need to update drag and drop screenreader instructions,screen reader,Screen reader information,updated the attribute dragAndDropInstructions to add screenreader instructions.,visual impairments,,,,1,
05/06/2026,06/19/2026,"Hasan, Safwat",3029432219,https://github.com/WebKit/WebKit/pull/44704,VoiceOver skips over menu items with standard navigation commands in Safari.,screen reader,Screen reader information,Removed null return for menu related items in accessibility/mac/WebAccessibilityObjectWrapperMac.mm which made the voice over programs skip certain components.,visual impairments,,,,1,
05/06/2026,05/13/2026,"Safwat, Chris",3034925118,https://github.com/WebKit/WebKit/pull/44812,Dynamic contents visible using the content-visibility attribute was ignored by voice over.,screen reader,Screen reader information,Added detection logic for content-visibility style changes in AXObjectCache.cpp. Triggered accessibility childrenChanged notifications when elements transition between hidden and visible states.,visual impairments,,,,1,
04/02/2026,05/07/2026,"Hasan, Safwat",3036861635,https://github.com/WebKit/WebKit/pull/44864,Hidden elements are announced in voice over. ,screen reader,Screen reader information,"Added an accessibility test for hidden related-object exposure and updated AccessibilityNodeObject.cpp to prevent hidden, ignored, or unknown accessibility nodes from being exposed to VoiceOver. The fix also ignores render-hidden elements unless they are part of a <canvas> subtree, preserving canvas accessibility behavior.",visual impairments,,,,1,
02/18/2026,03/13/2026,"Kevin, Hasan",3036976324,https://github.com/code-dot-org/code-dot-org/pull/65646,"Console layout was not navigable via a keyboard. the keyboard wasn't actually using a PopUpOption. Also, due to single option menu, the user was ending up with keyboard focus on a 'menu' overall item instead of the button itself.",navigation,Keyboard navigation,Updated UI component types and changed initial focus points to make for a more navigable menu structure. Converted the keyboard component to use PopUpOption. Converted the PopUpButton to have an optional focusId so that instead of focusing on the menu first the user can opt to go straight to the button.,motor impairments,,,,1,
04/02/2026,06/11/2026,"Safwat, Emma",3068230238,https://github.com/ONSdigital/design-system/pull/3592,Decorative SVG icons being announced by screenreader,aria hidden,Screen reader information,adding an aria-hidden to all SVGs which are for presentation purposes only and should be ignored by assistive tech,visual impairments,,,,1,
03/15/2026,04/01/2026,"Atish, Hasan",3068452196,https://github.com/ONSdigital/design-system/pull/3593,The TOC component lacks the ability to set a custom aria-label for related links.,screen reader,Screen reader information,"Removes role=""complementary"" as this is no longer needed (redundant when using <aside>). Adds ariaLabel param to the relatedLinks block of TOC component",visual impairments,,,,1,
